date,cluster_id,pincode,latitude,longitude,calls
21-01-2025,C2,721301,22.34319939,87.31986585,19
21-01-2025,C3,721302,22.28560186,87.27559945,43
21-01-2025,C4,721303,22.27580836,87.34661761,22
21-01-2025,C5,721304,22.3301115,87.33080726,33
22-01-2025,C1,721300,22.30745401,87.35507143,29
22-01-2025,C2,721301,22.34319939,87.31986585,33
22-01-2025,C3,721302,22.28560186,87.27559945,31
22-01-2025,C4,721303,22.27580836,87.34661761,19
22-01-2025,C5,721304,22.3301115,87.33080726,37
23-01-2025,C1,721300,22.30745401,87.35507143,23
23-01-2025,C2,721301,22.34319939,87.31986585,17
23-01-2025,C3,721302,22.28560186,87.27559945,29
23-01-2025,C4,721303,22.27580836,87.34661761,34
23-01-2025,C5,721304,22.3301115,87.33080726,38
24-01-2025,C1,721300,22.30745401,87.35507143,17
24-01-2025,C2,721301,22.34319939,87.31986585,48
24-01-2025,C3,721302,22.28560186,87.27559945,17
24-01-2025,C4,721303,22.27580836,87.34661761,21
24-01-2025,C5,721304,22.3301115,87.33080726,15
25-01-2025,C1,721300,22.30745401,87.35507143,11
25-01-2025,C2,721301,22.34319939,87.31986585,20
25-01-2025,C3,721302,22.28560186,87.27559945,25
25-01-2025,C4,721303,22.27580836,87.34661761,14
25-01-2025,C5,721304,22.3301115,87.33080726,28
26-01-2025,C1,721300,22.30745401,87.35507143,2
26-01-2025,C2,721301,22.34319939,87.31986585,6
26-01-2025,C3,721302,22.28560186,87.27559945,17
26-01-2025,C4,721303,22.27580836,87.34661761,4
26-01-2025,C5,721304,22.3301115,87.33080726,17
27-01-2025,C1,721300,22.30745401,87.35507143,29
27-01-2025,C2,721301,22.34319939,87.31986585,27
27-01-2025,C3,721302,22.28560186,87.27559945,34
27-01-2025,C4,721303,22.27580836,87.34661761,40
27-01-2025,C5,721304,22.3301115,87.33080726,44
28-01-2025,C1,721300,22.30745401,87.35507143,14
28-01-2025,C2,721301,22.34319939,87.31986585,35
28-01-2025,C3,721302,22.28560186,87.27559945,31
28-01-2025,C4,721303,22.27580836,87.34661761,36
28-01-2025,C5,721304,22.3301115,87.33080726,40
29-01-2025,C1,721300,22.30745401,87.35507143,23
29-01-2025,C2,721301,22.34319939,87.31986585,23
29-01-2025,C3,721302,22.28560186,87.27559945,28
29-01-2025,C4,721303,22.27580836,87.34661761,37
29-01-2025,C5,721304,22.3301115,87.33080726,26
30-01-2025,C1,721300,22.30745401,87.35507143,36
30-01-2025,C2,721301,22.34319939,87.31986585,33
30-01-2025,C3,721302,22.28560186,87.27559945,34
30-01-2025,C4,721303,22.27580836,87.34661761,37
30-01-2025,C5,721304,22.3301115,87.33080726,13
31-01-2025,C1,721300,22.30745401,87.35507143,15
31-01-2025,C2,721301,22.34319939,87.31986585,32
31-01-2025,C3,721302,22.28560186,87.27559945,25
31-01-2025,C4,721303,22.27580836,87.34661761,38
31-01-2025,C5,721304,22.3301115,87.33080726,31
01-02-2025,C1,721300,22.30745401,87.35507143,22
01-02-2025,C2,721301,22.34319939,87.31986585,18
01-02-2025,C3,721302,22.28560186,87.27559945,21
01-02-2025,C4,721303,22.27580836,87.34661761,23
01-02-2025,C5,721304,22.3301115,87.33080726,24
02-02-2025,C1,721300,22.30745401,87.35507143,10
02-02-2025,C2,721301,22.34319939,87.31986585,7
02-02-2025,C3,721302,22.28560186,87.27559945,15
02-02-2025,C4,721303,22.27580836,87.34661761,10
02-02-2025,C5,721304,22.3301115,87.33080726,15
03-02-2025,C1,721300,22.30745401,87.35507143,38
03-02-2025,C2,721301,22.34319939,87.31986585,22
03-02-2025,C3,721302,22.28560186,87.27559945,50
03-02-2025,C4,721303,22.27580836,87.34661761,18
03-02-2025,C5,721304,22.3301115,87.33080726,18
04-02-2025,C1,721300,22.30745401,87.35507143,40
04-02-2025,C2,721301,22.34319939,87.31986585,30
04-02-2025,C3,721302,22.28560186,87.27559945,32
04-02-2025,C4,721303,22.27580836,87.34661761,20
04-02-2025,C5,721304,22.3301115,87.33080726,19
05-02-2025,C1,721300,22.30745401,87.35507143,33
05-02-2025,C2,721301,22.34319939,87.31986585,24
05-02-2025,C3,721302,22.28560186,87.27559945,40
05-02-2025,C4,721303,22.27580836,87.34661761,21
05-02-2025,C5,721304,22.3301115,87.33080726,34
06-02-2025,C1,721300,22.30745401,87.35507143,40
06-02-2025,C2,721301,22.34319939,87.31986585,27
06-02-2025,C3,721302,22.28560186,87.27559945,28
06-02-2025,C4,721303,22.27580836,87.34661761,33
06-02-2025,C5,721304,22.3301115,87.33080726,24
07-02-2025,C1,721300,22.30745401,87.35507143,19
07-02-2025,C2,721301,22.34319939,87.31986585,23
07-02-2025,C3,721302,22.28560186,87.27559945,25
07-02-2025,C4,721303,22.27580836,87.34661761,25
07-02-2025,C5,721304,22.3301115,87.33080726,39
08-02-2025,C1,721300,22.30745401,87.35507143,25
08-02-2025,C2,721301,22.34319939,87.31986585,13
08-02-2025,C3,721302,22.28560186,87.27559945,25
08-02-2025,C4,721303,22.27580836,87.34661761,19
08-02-2025,C5,721304,22.3301115,87.33080726,15
09-02-2025,C1,721300,22.30745401,87.35507143,17
09-02-2025,C2,721301,22.34319939,87.31986585,3
09-02-2025,C3,721302,22.28560186,87.27559945,6
09-02-2025,C4,721303,22.27580836,87.34661761,19
09-02-2025,C5,721304,22.3301115,87.33080726,16
10-02-2025,C1,721300,22.30745401,87.35507143,40
10-02-2025,C2,721301,22.34319939,87.31986585,22
10-02-2025,C3,721302,22.28560186,87.27559945,29
10-02-2025,C4,721303,22.27580836,87.34661761,34
10-02-2025,C5,721304,22.3301115,87.33080726,31
11-02-2025,C1,721300,22.30745401,87.35507143,33
11-02-2025,C2,721301,22.34319939,87.31986585,32
11-02-2025,C3,721302,22.28560186,87.27559945,33
11-02-2025,C4,721303,22.27580836,87.34661761,43
11-02-2025,C5,721304,22.3301115,87.33080726,41
12-02-2025,C1,721300,22.30745401,87.35507143,15
12-02-2025,C2,721301,22.34319939,87.31986585,31
12-02-2025,C3,721302,22.28560186,87.27559945,23
12-02-2025,C4,721303,22.27580836,87.34661761,30
12-02-2025,C5,721304,22.3301115,87.33080726,28
13-02-2025,C1,721300,22.30745401,87.35507143,32
13-02-2025,C2,721301,22.34319939,87.31986585,20
13-02-2025,C3,721302,22.28560186,87.27559945,22
13-02-2025,C4,721303,22.27580836,87.34661761,24
13-02-2025,C5,721304,22.3301115,87.33080726,21
14-02-2025,C1,721300,22.30745401,87.35507143,23
14-02-2025,C2,721301,22.34319939,87.31986585,26
14-02-2025,C3,721302,22.28560186,87.27559945,16
14-02-2025,C4,721303,22.27580836,87.34661761,25
14-02-2025,C5,721304,22.3301115,87.33080726,39
15-02-2025,C1,721300,22.30745401,87.35507143,26
15-02-2025,C2,721301,22.34319939,87.31986585,12
15-02-2025,C3,721302,22.28560186,87.27559945,27
15-02-2025,C4,721303,22.27580836,87.34661761,9
15-02-2025,C5,721304,22.3301115,87.33080726,21
16-02-2025,C1,721300,22.30745401,87.35507143,20
16-02-2025,C2,721301,22.34319939,87.31986585,15
16-02-2025,C3,721302,22.28560186,87.27559945,15
16-02-2025,C4,721303,22.27580836,87.34661761,16
16-02-2025,C5,721304,22.3301115,87.33080726,8
17-02-2025,C1,721300,22.30745401,87.35507143,22
17-02-2025,C2,721301,22.34319939,87.31986585,23
17-02-2025,C3,721302,22.28560186,87.27559945,38
17-02-2025,C4,721303,22.27580836,87.34661761,39
17-02-2025,C5,721304,22.3301115,87.33080726,20
18-02-2025,C1,721300,22.30745401,87.35507143,35
18-02-2025,C2,721301,22.34319939,87.31986585,45
18-02-2025,C3,721302,22.28560186,87.27559945,42
18-02-2025,C4,721303,22.27580836,87.34661761,39
18-02-2025,C5,721304,22.3301115,87.33080726,35
19-02-2025,C1,721300,22.30745401,87.35507143,20
19-02-2025,C2,721301,22.34319939,87.31986585,29
19-02-2025,C3,721302,22.28560186,87.27559945,13
19-02-2025,C4,721303,22.27580836,87.34661761,41
19-02-2025,C5,721304,22.3301115,87.33080726,25
20-02-2025,C1,721300,22.30745401,87.35507143,23
20-02-2025,C2,721301,22.34319939,87.31986585,43
20-02-2025,C3,721302,22.28560186,87.27559945,28
20-02-2025,C4,721303,22.27580836,87.34661761,38
20-02-2025,C5,721304,22.3301115,87.33080726,14
21-02-2025,C1,721300,22.30745401,87.35507143,37
21-02-2025,C2,721301,22.34319939,87.31986585,39
21-02-2025,C3,721302,22.28560186,87.27559945,42
21-02-2025,C4,721303,22.27580836,87.34661761,42
21-02-2025,C5,721304,22.3301115,87.33080726,20
22-02-2025,C1,721300,22.30745401,87.35507143,12
22-02-2025,C2,721301,22.34319939,87.31986585,19
22-02-2025,C3,721302,22.28560186,87.27559945,14
22-02-2025,C4,721303,22.27580836,87.34661761,26
22-02-2025,C5,721304,22.3301115,87.33080726,11
23-02-2025,C1,721300,22.30745401,87.35507143,21
23-02-2025,C2,721301,22.34319939,87.31986585,12
23-02-2025,C3,721302,22.28560186,87.27559945,11
23-02-2025,C4,721303,22.27580836,87.34661761,14
23-02-2025,C5,721304,22.3301115,87.33080726,10
24-02-2025,C1,721300,22.30745401,87.35507143,16
24-02-2025,C2,721301,22.34319939,87.31986585,18
24-02-2025,C3,721302,22.28560186,87.27559945,43
24-02-2025,C4,721303,22.27580836,87.34661761,35
24-02-2025,C5,721304,22.3301115,87.33080726,24
25-02-2025,C1,721300,22.30745401,87.35507143,48
25-02-2025,C2,721301,22.34319939,87.31986585,36
25-02-2025,C3,721302,22.28560186,87.27559945,21
25-02-2025,C4,721303,22.27580836,87.34661761,26
25-02-2025,C5,721304,22.3301115,87.33080726,16
26-02-2025,C1,721300,22.30745401,87.35507143,24
26-02-2025,C2,721301,22.34319939,87.31986585,32
26-02-2025,C3,721302,22.28560186,87.27559945,32
26-02-2025,C4,721303,22.27580836,87.34661761,22
26-02-2025,C5,721304,22.3301115,87.33080726,13
27-02-2025,C1,721300,22.30745401,87.35507143,41
27-02-2025,C2,721301,22.34319939,87.31986585,18
27-02-2025,C3,721302,22.28560186,87.27559945,37
27-02-2025,C4,721303,22.27580836,87.34661761,18
27-02-2025,C5,721304,22.3301115,87.33080726,28
28-02-2025,C1,721300,22.30745401,87.35507143,23
28-02-2025,C2,721301,22.34319939,87.31986585,36
28-02-2025,C3,721302,22.28560186,87.27559945,51
28-02-2025,C4,721303,22.27580836,87.34661761,25
28-02-2025,C5,721304,22.3301115,87.33080726,38
01-03-2025,C1,721300,22.30745401,87.35507143,14
01-03-2025,C2,721301,22.34319939,87.31986585,29
01-03-2025,C3,721302,22.28560186,87.27559945,21
01-03-2025,C4,721303,22.27580836,87.34661761,20
01-03-2025,C5,721304,22.3301115,87.33080726,22
02-03-2025,C1,721300,22.30745401,87.35507143,9
02-03-2025,C2,721301,22.34319939,87.31986585,10
02-03-2025,C3,721302,22.28560186,87.27559945,6
02-03-2025,C4,721303,22.27580836,87.34661761,9
02-03-2025,C5,721304,22.3301115,87.33080726,25
03-03-2025,C1,721300,22.30745401,87.35507143,45
03-03-2025,C2,721301,22.34319939,87.31986585,32
03-03-2025,C3,721302,22.28560186,87.27559945,35
03-03-2025,C4,721303,22.27580836,87.34661761,18
03-03-2025,C5,721304,22.3301115,87.33080726,43
04-03-2025,C1,721300,22.30745401,87.35507143,41
04-03-2025,C2,721301,22.34319939,87.31986585,28
04-03-2025,C3,721302,22.28560186,87.27559945,41
04-03-2025,C4,721303,22.27580836,87.34661761,42
04-03-2025,C5,721304,22.3301115,87.33080726,38
05-03-2025,C1,721300,22.30745401,87.35507143,28
05-03-2025,C2,721301,22.34319939,87.31986585,22
05-03-2025,C3,721302,22.28560186,87.27559945,20
05-03-2025,C4,721303,22.27580836,87.34661761,14
05-03-2025,C5,721304,22.3301115,87.33080726,36
06-03-2025,C1,721300,22.30745401,87.35507143,19
06-03-2025,C2,721301,22.34319939,87.31986585,27
06-03-2025,C3,721302,22.28560186,87.27559945,21
06-03-2025,C4,721303,22.27580836,87.34661761,36
06-03-2025,C5,721304,22.3301115,87.33080726,29
07-03-2025,C1,721300,22.30745401,87.35507143,21
07-03-2025,C2,721301,22.34319939,87.31986585,18
07-03-2025,C3,721302,22.28560186,87.27559945,27
07-03-2025,C4,721303,22.27580836,87.34661761,34
07-03-2025,C5,721304,22.3301115,87.33080726,30
08-03-2025,C1,721300,22.30745401,87.35507143,15
08-03-2025,C2,721301,22.34319939,87.31986585,16
08-03-2025,C3,721302,22.28560186,87.27559945,14
08-03-2025,C4,721303,22.27580836,87.34661761,29
08-03-2025,C5,721304,22.3301115,87.33080726,20
09-03-2025,C1,721300,22.30745401,87.35507143,16
09-03-2025,C2,721301,22.34319939,87.31986585,16
09-03-2025,C3,721302,22.28560186,87.27559945,11
09-03-2025,C4,721303,22.27580836,87.34661761,11
09-03-2025,C5,721304,22.3301115,87.33080726,14
10-03-2025,C1,721300,22.30745401,87.35507143,23
10-03-2025,C2,721301,22.34319939,87.31986585,25
10-03-2025,C3,721302,22.28560186,87.27559945,41
10-03-2025,C4,721303,22.27580836,87.34661761,32
10-03-2025,C5,721304,22.3301115,87.33080726,30
11-03-2025,C1,721300,22.30745401,87.35507143,20
11-03-2025,C2,721301,22.34319939,87.31986585,23
11-03-2025,C3,721302,22.28560186,87.27559945,26
11-03-2025,C4,721303,22.27580836,87.34661761,34
11-03-2025,C5,721304,22.3301115,87.33080726,24
12-03-2025,C1,721300,22.30745401,87.35507143,21
12-03-2025,C2,721301,22.34319939,87.31986585,27
12-03-2025,C3,721302,22.28560186,87.27559945,19
12-03-2025,C4,721303,22.27580836,87.34661761,41
12-03-2025,C5,721304,22.3301115,87.33080726,29
13-03-2025,C1,721300,22.30745401,87.35507143,21
13-03-2025,C2,721301,22.34319939,87.31986585,25
13-03-2025,C3,721302,22.28560186,87.27559945,19
13-03-2025,C4,721303,22.27580836,87.34661761,24
13-03-2025,C5,721304,22.3301115,87.33080726,42
14-03-2025,C1,721300,22.30745401,87.35507143,17
14-03-2025,C2,721301,22.34319939,87.31986585,32
14-03-2025,C3,721302,22.28560186,87.27559945,22
14-03-2025,C4,721303,22.27580836,87.34661761,24
14-03-2025,C5,721304,22.3301115,87.33080726,19
15-03-2025,C1,721300,22.30745401,87.35507143,20
15-03-2025,C2,721301,22.34319939,87.31986585,15
15-03-2025,C3,721302,22.28560186,87.27559945,13
15-03-2025,C4,721303,22.27580836,87.34661761,22
15-03-2025,C5,721304,22.3301115,87.33080726,17
16-03-2025,C1,721300,22.30745401,87.35507143,11
16-03-2025,C2,721301,22.34319939,87.31986585,10
16-03-2025,C3,721302,22.28560186,87.27559945,16
16-03-2025,C4,721303,22.27580836,87.34661761,15
16-03-2025,C5,721304,22.3301115,87.33080726,3
17-03-2025,C1,721300,22.30745401,87.35507143,22
17-03-2025,C2,721301,22.34319939,87.31986585,43
17-03-2025,C3,721302,22.28560186,87.27559945,14
17-03-2025,C4,721303,22.27580836,87.34661761,26
17-03-2025,C5,721304,22.3301115,87.33080726,24
18-03-2025,C1,721300,22.30745401,87.35507143,25
18-03-2025,C2,721301,22.34319939,87.31986585,40
18-03-2025,C3,721302,22.28560186,87.27559945,31
18-03-2025,C4,721303,22.27580836,87.34661761,26
18-03-2025,C5,721304,22.3301115,87.33080726,22
19-03-2025,C1,721300,22.30745401,87.35507143,17
19-03-2025,C2,721301,22.34319939,87.31986585,22
19-03-2025,C3,721302,22.28560186,87.27559945,25
19-03-2025,C4,721303,22.27580836,87.34661761,15
19-03-2025,C5,721304,22.3301115,87.33080726,26
20-03-2025,C1,721300,22.30745401,87.35507143,24
20-03-2025,C2,721301,22.34319939,87.31986585,26
20-03-2025,C3,721302,22.28560186,87.27559945,20
20-03-2025,C4,721303,22.27580836,87.34661761,24
20-03-2025,C5,721304,22.3301115,87.33080726,29
21-03-2025,C1,721300,22.30745401,87.35507143,42
21-03-2025,C2,721301,22.34319939,87.31986585,15
21-03-2025,C3,721302,22.28560186,87.27559945,22
21-03-2025,C4,721303,22.27580836,87.34661761,33
21-03-2025,C5,721304,22.3301115,87.33080726,37
22-03-2025,C1,721300,22.30745401,87.35507143,21
22-03-2025,C2,721301,22.34319939,87.31986585,16
22-03-2025,C3,721302,22.28560186,87.27559945,21
22-03-2025,C4,721303,22.27580836,87.34661761,17
22-03-2025,C5,721304,22.3301115,87.33080726,21
23-03-2025,C1,721300,22.30745401,87.35507143,13
23-03-2025,C2,721301,22.34319939,87.31986585,17
23-03-2025,C3,721302,22.28560186,87.27559945,12
23-03-2025,C4,721303,22.27580836,87.34661761,9
23-03-2025,C5,721304,22.3301115,87.33080726,14
24-03-2025,C1,721300,22.30745401,87.35507143,33
24-03-2025,C2,721301,22.34319939,87.31986585,27
24-03-2025,C3,721302,22.28560186,87.27559945,25
24-03-2025,C4,721303,22.27580836,87.34661761,41
24-03-2025,C5,721304,22.3301115,87.33080726,29
25-03-2025,C1,721300,22.30745401,87.35507143,20
25-03-2025,C2,721301,22.34319939,87.31986585,32
25-03-2025,C3,721302,22.28560186,87.27559945,36
25-03-2025,C4,721303,22.27580836,87.34661761,39
25-03-2025,C5,721304,22.3301115,87.33080726,18
26-03-2025,C1,721300,22.30745401,87.35507143,34
26-03-2025,C2,721301,22.34319939,87.31986585,27
26-03-2025,C3,721302,22.28560186,87.27559945,33
26-03-2025,C4,721303,22.27580836,87.34661761,29
26-03-2025,C5,721304,22.3301115,87.33080726,20
27-03-2025,C1,721300,22.30745401,87.35507143,35
27-03-2025,C2,721301,22.34319939,87.31986585,36
27-03-2025,C3,721302,22.28560186,87.27559945,25
27-03-2025,C4,721303,22.27580836,87.34661761,27
27-03-2025,C5,721304,22.3301115,87.33080726,33
28-03-2025,C1,721300,22.30745401,87.35507143,38
28-03-2025,C2,721301,22.34319939,87.31986585,35
28-03-2025,C3,721302,22.28560186,87.27559945,34
28-03-2025,C4,721303,22.27580836,87.34661761,36
28-03-2025,C5,721304,22.3301115,87.33080726,39
29-03-2025,C1,721300,22.30745401,87.35507143,19
29-03-2025,C2,721301,22.34319939,87.31986585,6
29-03-2025,C3,721302,22.28560186,87.27559945,22
29-03-2025,C4,721303,22.27580836,87.34661761,22
29-03-2025,C5,721304,22.3301115,87.33080726,24
30-03-2025,C1,721300,22.30745401,87.35507143,8
30-03-2025,C2,721301,22.34319939,87.31986585,19
30-03-2025,C3,721302,22.28560186,87.27559945,18
30-03-2025,C4,721303,22.27580836,87.34661761,18
30-03-2025,C5,721304,22.3301115,87.33080726,15
31-03-2025,C1,721300,22.30745401,87.35507143,49
31-03-2025,C2,721301,22.34319939,87.31986585,42
31-03-2025,C3,721302,22.28560186,87.27559945,24
31-03-2025,C4,721303,22.27580836,87.34661761,45
31-03-2025,C5,721304,22.3301115,87.33080726,33
01-04-2025,C1,721300,22.30745401,87.35507143,21
01-04-2025,C2,721301,22.34319939,87.31986585,20
01-04-2025,C3,721302,22.28560186,87.27559945,43
01-04-2025,C4,721303,22.27580836,87.34661761,28
01-04-2025,C5,721304,22.3301115,87.33080726,37
02-04-2025,C1,721300,22.30745401,87.35507143,31
02-04-2025,C2,721301,22.34319939,87.31986585,29
02-04-2025,C3,721302,22.28560186,87.27559945,20
02-04-2025,C4,721303,22.27580836,87.34661761,18
02-04-2025,C5,721304,22.3301115,87.33080726,21
03-04-2025,C1,721300,22.30745401,87.35507143,13
03-04-2025,C2,721301,22.34319939,87.31986585,27
03-04-2025,C3,721302,22.28560186,87.27559945,15
03-04-2025,C4,721303,22.27580836,87.34661761,33
03-04-2025,C5,721304,22.3301115,87.33080726,22
04-04-2025,C1,721300,22.30745401,87.35507143,24
04-04-2025,C2,721301,22.34319939,87.31986585,17
04-04-2025,C3,721302,22.28560186,87.27559945,42
04-04-2025,C4,721303,22.27580836,87.34661761,32
04-04-2025,C5,721304,22.3301115,87.33080726,35
05-04-2025,C1,721300,22.30745401,87.35507143,28
05-04-2025,C2,721301,22.34319939,87.31986585,16
05-04-2025,C3,721302,22.28560186,87.27559945,16
05-04-2025,C4,721303,22.27580836,87.34661761,12
05-04-2025,C5,721304,22.3301115,87.33080726,22
06-04-2025,C1,721300,22.30745401,87.35507143,13
06-04-2025,C2,721301,22.34319939,87.31986585,20
06-04-2025,C3,721302,22.28560186,87.27559945,11
06-04-2025,C4,721303,22.27580836,87.34661761,9
06-04-2025,C5,721304,22.3301115,87.33080726,7
07-04-2025,C1,721300,22.30745401,87.35507143,31
07-04-2025,C2,721301,22.34319939,87.31986585,34
07-04-2025,C3,721302,22.28560186,87.27559945,29
07-04-2025,C4,721303,22.27580836,87.34661761,33
07-04-2025,C5,721304,22.3301115,87.33080726,31
08-04-2025,C1,721300,22.30745401,87.35507143,26
08-04-2025,C2,721301,22.34319939,87.31986585,19
08-04-2025,C3,721302,22.28560186,87.27559945,34
08-04-2025,C4,721303,22.27580836,87.34661761,34
08-04-2025,C5,721304,22.3301115,87.33080726,40
09-04-2025,C1,721300,22.30745401,87.35507143,22
09-04-2025,C2,721301,22.34319939,87.31986585,26
09-04-2025,C3,721302,22.28560186,87.27559945,22
09-04-2025,C4,721303,22.27580836,87.34661761,37
09-04-2025,C5,721304,22.3301115,87.33080726,23
10-04-2025,C1,721300,22.30745401,87.35507143,28
10-04-2025,C2,721301,22.34319939,87.31986585,34
10-04-2025,C3,721302,22.28560186,87.27559945,30
10-04-2025,C4,721303,22.27580836,87.34661761,28
10-04-2025,C5,721304,22.3301115,87.33080726,12
11-04-2025,C1,721300,22.30745401,87.35507143,36
11-04-2025,C2,721301,22.34319939,87.31986585,13
11-04-2025,C3,721302,22.28560186,87.27559945,47
11-04-2025,C4,721303,22.27580836,87.34661761,49
11-04-2025,C5,721304,22.3301115,87.33080726,27
12-04-2025,C1,721300,22.30745401,87.35507143,19
12-04-2025,C2,721301,22.34319939,87.31986585,21
12-04-2025,C3,721302,22.28560186,87.27559945,22
12-04-2025,C4,721303,22.27580836,87.34661761,21
12-04-2025,C5,721304,22.3301115,87.33080726,15
13-04-2025,C1,721300,22.30745401,87.35507143,19
13-04-2025,C2,721301,22.34319939,87.31986585,17
13-04-2025,C3,721302,22.28560186,87.27559945,14
13-04-2025,C4,721303,22.27580836,87.34661761,14
13-04-2025,C5,721304,22.3301115,87.33080726,12
14-04-2025,C1,721300,22.30745401,87.35507143,36
