pincode,timestamp,severity_Critical,severity_High,severity_Low,severity_Medium,severity_Very Low
500001,03-04-2023 13:03,0,0,0,1,0
500001,03-04-2023 15:31,0,0,1,0,0
500001,03-04-2023 19:27,0,0,0,1,0
500001,03-04-2024 01:11,0,0,1,0,0
500001,03-04-2024 02:49,0,0,0,1,0
500001,03-04-2024 10:51,0,0,0,0,1
500001,03-04-2024 12:44,0,1,0,0,0
500001,03-04-2024 17:55,0,1,0,0,0
500001,03-05-2023 03:46,0,0,1,0,0
500001,03-05-2023 06:10,0,0,0,1,0
500001,03-05-2023 11:34,0,1,0,0,0
500001,03-05-2023 22:49,0,0,0,1,0
500001,03-06-2023 05:26,0,0,0,1,0
500001,03-06-2024 16:29,0,1,0,0,0
500001,03-07-2023 09:11,0,0,1,0,0
500001,03-07-2023 15:02,1,0,0,0,0
500001,03-07-2023 15:13,0,0,0,1,0
500001,03-08-2023 07:49,0,0,0,1,0
500001,03-08-2023 14:19,0,1,0,0,0
500001,03-08-2024 08:04,0,0,1,0,0
500001,03-08-2024 23:42,0,1,0,0,0
500001,03-09-2023 01:02,0,1,0,0,0
500001,03-09-2023 01:43,0,0,0,1,0
500001,03-09-2023 12:37,0,0,0,1,0
500001,03-09-2024 08:57,0,0,1,0,0
500001,03-09-2024 15:07,1,0,0,0,0
500001,03-10-2023 01:55,0,0,1,0,0
500001,03-10-2023 04:01,1,0,0,0,0
500001,03-10-2023 14:02,0,0,0,0,1
500001,03-10-2024 20:14,1,0,0,0,0
500001,03-11-2023 08:10,0,1,0,0,0
500001,03-11-2023 14:31,1,0,0,0,0
500001,03-11-2024 10:02,0,0,1,0,0
500001,03-12-2023 00:42,0,0,0,1,0
500001,03-12-2023 01:10,0,0,0,1,0
500001,03-12-2023 07:44,0,0,0,1,0
500001,03-12-2023 10:09,0,1,0,0,0
500001,03-12-2024 16:53,0,0,0,1,0
500001,04-01-2023 01:13,0,0,0,1,0
500001,04-01-2024 20:13,1,0,0,0,0
500001,04-01-2024 22:41,0,0,0,1,0
500001,04-02-2023 05:39,0,1,0,0,0
500001,04-02-2024 10:42,0,1,0,0,0
500001,04-02-2024 16:33,0,1,0,0,0
500001,04-03-2023 05:58,0,0,0,1,0
500001,04-03-2023 15:19,0,0,0,0,1
500001,04-03-2024 05:06,0,0,0,1,0
500001,04-03-2024 12:39,1,0,0,0,0
500001,04-03-2024 23:24,0,0,0,1,0
500001,04-04-2023 07:29,0,0,1,0,0
500001,04-05-2023 20:34,0,1,0,0,0
500001,04-05-2024 03:27,0,0,0,0,1
500001,04-05-2024 04:10,0,0,0,1,0
500001,04-06-2023 05:06,0,1,0,0,0
500001,04-06-2023 15:12,0,0,0,1,0
500001,04-06-2023 17:19,0,0,0,1,0
500001,04-07-2023 11:28,0,0,0,1,0
500001,04-07-2024 07:11,0,1,0,0,0
500001,04-07-2024 09:14,0,0,0,1,0
500001,04-07-2024 21:47,0,0,0,1,0
500001,04-07-2024 22:07,1,0,0,0,0
500001,04-08-2023 01:14,0,0,0,1,0
500001,04-08-2023 02:57,0,0,0,1,0
500001,04-08-2023 04:38,0,0,0,1,0
500001,04-08-2023 08:10,1,0,0,0,0
500001,04-08-2023 21:45,0,1,0,0,0
500001,04-08-2024 00:03,0,1,0,0,0
500001,04-08-2024 04:37,1,0,0,0,0
500001,04-08-2024 07:31,0,1,0,0,0
500001,04-08-2024 17:19,0,1,0,0,0
500001,04-09-2023 10:45,0,0,0,1,0
500001,04-09-2023 13:09,0,1,0,0,0
500001,04-09-2024 02:03,0,0,0,0,1
500001,04-09-2024 05:46,0,0,0,1,0
500001,04-10-2023 11:44,0,0,0,0,1
500001,04-10-2024 00:20,0,0,0,1,0
500001,04-10-2024 04:06,0,0,0,1,0
500001,04-10-2024 09:49,0,0,0,1,0
500001,04-11-2023 01:50,0,1,0,0,0
500001,04-11-2023 05:29,0,0,0,1,0
500001,04-11-2023 19:42,0,0,0,1,0
500001,04-12-2023 08:53,0,0,0,0,1
500001,04-12-2024 09:00,0,0,0,1,0
500001,05-01-2023 03:18,0,0,1,0,0
500001,05-01-2024 06:18,0,0,0,1,0
500001,05-01-2024 16:01,0,0,0,1,0
500001,05-01-2024 19:34,0,1,0,0,0
500001,05-02-2024 12:01,1,0,0,0,0
500001,05-02-2024 13:34,0,0,1,0,0
500001,05-03-2023 23:07,0,0,0,1,0
500001,05-03-2024 09:44,1,0,0,0,0
500001,05-04-2023 00:25,1,0,0,0,0
500001,05-04-2023 08:58,0,0,0,1,0
500001,05-04-2023 13:12,1,0,0,0,0
500001,05-04-2024 00:10,0,0,0,1,0
500001,05-04-2024 06:14,0,0,1,0,0
500001,05-05-2023 03:29,0,0,0,1,0
500001,05-05-2024 04:57,1,0,0,0,0
500001,05-05-2024 18:30,0,1,0,0,0
500001,05-06-2023 18:26,0,0,0,1,0
500001,05-06-2024 14:43,1,0,0,0,0
500001,05-06-2024 15:16,0,0,0,0,1
500001,05-06-2024 17:23,0,1,0,0,0
500001,05-06-2024 19:58,0,0,1,0,0
500001,05-07-2023 19:40,0,1,0,0,0
500001,05-07-2024 04:21,0,0,0,1,0
500001,05-07-2024 19:48,0,0,1,0,0
500001,05-07-2024 21:44,0,0,0,0,1
500001,05-08-2023 01:09,1,0,0,0,0
500001,05-08-2023 14:00,1,0,0,0,0
500001,05-08-2024 09:35,0,0,1,0,0
500001,05-08-2024 17:22,0,0,0,0,1
500001,05-08-2024 20:56,0,1,0,0,0
500001,05-09-2023 02:17,0,1,0,0,0
500001,05-09-2023 19:49,0,1,0,0,0
500001,05-09-2024 07:19,0,1,0,0,0
500001,05-09-2024 19:54,0,0,0,0,1
500001,05-10-2023 10:04,0,0,1,0,0
500001,05-10-2024 14:26,0,1,0,0,0
500001,05-11-2023 07:38,0,1,0,0,0
500001,05-11-2023 10:53,1,0,0,0,0
500001,05-11-2023 12:43,0,0,0,0,1
500001,05-11-2023 14:46,1,0,0,0,0
500001,05-11-2023 17:49,0,0,0,1,0
500001,05-12-2023 00:37,0,0,0,0,1
500001,05-12-2023 14:48,0,0,0,1,0
500001,05-12-2023 20:30,0,1,0,0,0
500001,05-12-2024 05:33,1,0,0,0,0
500001,05-12-2024 08:29,0,0,1,0,0
500001,05-12-2024 14:53,0,0,0,1,0
500001,05-12-2024 21:05,0,0,0,1,0
500001,06-01-2024 06:57,0,0,0,1,0
500001,06-01-2024 17:50,1,0,0,0,0
500001,06-01-2024 18:37,0,0,0,1,0
500001,06-02-2023 21:18,0,1,0,0,0
500001,06-02-2023 22:13,0,1,0,0,0
500001,06-02-2024 23:49,0,0,0,1,0
500001,06-03-2023 04:19,0,1,0,0,0
500001,06-03-2023 11:54,0,0,1,0,0
500001,06-03-2024 00:52,1,0,0,0,0
500001,06-03-2024 13:16,1,0,0,0,0
500001,06-03-2024 19:50,0,0,0,1,0
500001,06-04-2023 12:28,1,0,0,0,0
500001,06-04-2023 14:02,0,0,0,1,0
500001,06-04-2024 00:42,0,0,1,0,0
500001,06-04-2024 01:49,0,0,0,1,0
500001,06-04-2024 10:20,1,0,0,0,0
500001,06-04-2024 11:25,0,0,0,1,0
500001,06-05-2023 13:34,0,0,1,0,0
500001,06-06-2023 07:02,0,0,0,1,0
500001,06-06-2023 12:36,1,0,0,0,0
500001,06-06-2023 22:49,0,1,0,0,0
500001,06-06-2024 00:16,1,0,0,0,0
500001,06-06-2024 15:16,0,0,0,0,1
500001,06-07-2023 16:44,0,0,0,1,0
500001,06-07-2023 20:24,0,0,0,1,0
500001,06-07-2024 17:22,0,0,1,0,0
500001,06-07-2024 23:03,1,0,0,0,0
500001,06-08-2023 01:41,1,0,0,0,0
500001,06-08-2023 11:26,0,0,1,0,0
500001,06-08-2023 18:32,1,0,0,0,0
500001,06-08-2023 20:54,0,1,0,0,0
500001,06-08-2024 04:07,0,0,1,0,0
500001,06-09-2023 04:20,1,0,0,0,0
500001,06-09-2023 08:31,1,0,0,0,0
500001,06-09-2023 12:34,0,0,0,1,0
500001,06-09-2024 13:21,0,0,0,1,0
500001,06-09-2024 21:33,0,0,1,0,0
500001,06-09-2024 21:41,0,0,0,1,0
500001,06-10-2023 00:09,1,0,0,0,0
500001,06-10-2023 05:43,0,0,0,0,1
500001,06-10-2023 23:42,0,1,0,0,0
500001,06-10-2024 09:51,0,1,0,0,0
500001,06-10-2024 11:44,0,0,1,0,0
500001,06-11-2023 00:25,1,0,0,0,0
500001,06-11-2023 00:54,0,1,0,0,0
500001,06-11-2023 14:11,0,0,1,0,0
500001,06-11-2024 13:34,0,0,0,1,0
500001,06-11-2024 20:28,0,1,0,0,0
500001,06-12-2024 08:59,0,1,0,0,0
500001,07-01-2023 02:57,0,0,1,0,0
500001,07-01-2023 05:59,0,1,0,0,0
500001,07-01-2023 09:48,0,0,0,0,1
500001,07-01-2023 21:20,0,0,0,1,0
500001,07-01-2023 23:30,0,1,0,0,0
500001,07-01-2024 16:58,0,0,0,1,0
500001,07-02-2023 18:55,0,1,0,0,0
500001,07-02-2024 04:28,1,0,0,0,0
500001,07-02-2024 11:09,0,0,0,1,0
500001,07-02-2024 13:00,0,0,0,1,0
500001,07-02-2024 21:53,0,0,1,0,0
500001,07-02-2024 23:04,0,0,0,1,0
500001,07-02-2024 23:16,0,0,0,0,1
500001,07-03-2023 10:47,0,0,0,1,0
500001,07-03-2023 18:17,0,0,0,0,1
500001,07-03-2023 18:33,1,0,0,0,0
500001,07-03-2024 10:24,0,1,0,0,0
500001,07-04-2023 18:19,0,1,0,0,0
500001,07-05-2023 02:38,0,0,0,1,0
500001,07-05-2024 23:41,0,0,0,1,0
500001,07-06-2023 11:24,0,0,0,1,0
500001,07-06-2024 18:17,0,0,0,1,0
500001,07-08-2023 02:23,1,0,0,0,0
500001,07-08-2024 01:19,0,0,1,0,0
500001,07-08-2024 03:38,0,0,1,0,0
500001,07-08-2024 16:51,0,1,0,0,0
500001,07-09-2023 04:56,0,1,0,0,0
500001,07-09-2024 15:37,0,1,0,0,0
500001,07-09-2024 16:38,0,0,1,0,0
500001,07-09-2024 17:50,0,1,0,0,0
500001,07-10-2023 22:55,0,0,0,0,1
500001,07-10-2024 10:00,0,0,0,1,0
500001,07-11-2023 13:03,0,1,0,0,0
500001,07-11-2023 19:40,0,1,0,0,0
500001,07-11-2024 17:53,0,0,0,1,0
500001,07-12-2023 04:26,1,0,0,0,0
500001,07-12-2023 12:52,0,0,1,0,0
500001,07-12-2023 13:37,0,0,0,1,0
500001,07-12-2024 01:45,0,1,0,0,0
500001,07-12-2024 14:59,0,1,0,0,0
500001,08-01-2023 23:16,0,1,0,0,0
500001,08-01-2024 10:45,0,0,0,1,0
500001,08-01-2024 16:03,0,0,0,1,0
500001,08-02-2023 14:43,1,0,0,0,0
500001,08-02-2023 22:51,0,1,0,0,0
500001,08-02-2024 03:02,1,0,0,0,0
500001,08-02-2024 07:37,0,0,1,0,0
500001,08-02-2024 18:20,1,0,0,0,0
500001,08-03-2023 05:11,1,0,0,0,0
500001,08-03-2023 08:26,0,0,0,1,0
500001,08-03-2023 15:43,0,1,0,0,0
500001,08-04-2023 09:29,0,0,0,1,0
500001,08-04-2023 09:45,0,0,0,1,0
500001,08-04-2023 20:39,0,0,0,0,1
500001,08-04-2024 11:52,0,0,1,0,0
500001,08-05-2023 22:25,0,0,0,1,0
500001,08-05-2024 01:35,0,1,0,0,0
500001,08-05-2024 22:07,0,0,0,1,0
500001,08-06-2023 03:03,0,1,0,0,0
500001,08-06-2023 09:06,0,1,0,0,0
500001,08-06-2023 21:09,0,0,0,1,0
500001,08-06-2024 13:01,0,0,0,1,0
500001,08-06-2024 20:33,0,0,1,0,0
500001,08-07-2023 06:16,0,0,0,0,1
500001,08-07-2023 12:15,1,0,0,0,0
500001,08-07-2023 17:09,0,0,0,1,0
500001,08-07-2024 10:12,0,1,0,0,0
500001,08-07-2024 17:31,0,0,0,0,1
500001,08-07-2024 21:57,0,1,0,0,0
500001,08-08-2023 00:27,1,0,0,0,0
500001,08-08-2023 13:17,0,0,0,1,0
500001,08-08-2024 11:53,0,1,0,0,0
500001,08-09-2023 04:16,0,0,0,1,0
500001,08-09-2023 05:30,0,0,0,0,1
500001,08-09-2023 06:37,0,0,0,0,1
500001,08-10-2023 23:22,0,1,0,0,0
500001,08-10-2024 05:37,0,0,0,1,0
500001,08-11-2023 13:09,0,0,1,0,0
500001,08-11-2024 02:22,0,0,0,0,1
500001,08-11-2024 03:45,0,1,0,0,0
500001,08-11-2024 15:37,0,1,0,0,0
500001,08-11-2024 18:46,0,0,1,0,0
500001,08-12-2023 00:40,0,0,0,0,1
500001,08-12-2023 11:34,0,0,0,1,0
500001,08-12-2023 23:30,0,0,1,0,0
500001,08-12-2024 12:41,1,0,0,0,0
500001,08-12-2024 13:08,0,0,1,0,0
500001,08-12-2024 13:56,0,0,1,0,0
500001,08-12-2024 22:00,0,1,0,0,0
500001,09-01-2023 06:12,0,0,1,0,0
500001,09-01-2023 13:12,0,0,0,1,0
500001,09-01-2023 13:35,0,1,0,0,0
500001,09-01-2023 20:32,0,0,1,0,0
500001,09-01-2024 11:00,0,0,0,1,0
500001,09-01-2024 13:41,0,0,1,0,0
500001,09-02-2023 04:41,0,0,0,1,0
500001,09-02-2023 09:28,0,1,0,0,0
500001,09-02-2023 16:13,0,0,0,1,0
500001,09-02-2023 21:27,0,0,1,0,0
500001,09-02-2023 21:57,1,0,0,0,0
500001,09-03-2023 04:10,0,0,0,1,0
500001,09-03-2024 00:12,0,1,0,0,0
500001,09-03-2024 00:55,0,0,0,1,0
500001,09-03-2024 14:58,0,0,0,1,0
500001,09-04-2023 03:35,0,0,0,1,0
500001,09-04-2023 05:12,0,1,0,0,0
500001,09-04-2023 09:06,1,0,0,0,0
500001,09-04-2023 19:57,0,1,0,0,0
500001,09-04-2023 22:33,0,0,1,0,0
500001,09-04-2024 03:45,1,0,0,0,0
500001,09-05-2023 18:10,0,0,0,1,0
500001,09-05-2024 10:51,0,0,0,1,0
500001,09-06-2023 03:39,0,0,0,1,0
500001,09-06-2023 17:43,0,1,0,0,0
500001,09-06-2024 00:05,0,1,0,0,0
500001,09-06-2024 04:40,0,0,0,1,0
500001,09-06-2024 04:55,0,0,0,1,0
500001,09-07-2023 06:09,1,0,0,0,0
500001,09-07-2023 06:45,1,0,0,0,0
500001,09-07-2023 13:40,1,0,0,0,0
500001,09-07-2023 16:46,0,0,0,1,0
500001,09-07-2023 19:54,0,1,0,0,0
500001,09-07-2023 22:45,0,1,0,0,0
500001,09-07-2024 09:00,0,1,0,0,0
500001,09-07-2024 11:09,0,1,0,0,0
500001,09-07-2024 11:31,0,0,1,0,0
500001,09-08-2023 03:41,0,1,0,0,0
500001,09-08-2023 23:27,0,1,0,0,0
500001,09-08-2024 22:58,1,0,0,0,0
500001,09-09-2023 05:11,0,1,0,0,0
500001,09-09-2023 16:19,0,1,0,0,0
500001,09-09-2023 17:24,0,1,0,0,0
500001,09-09-2023 18:27,0,0,0,0,1
500001,09-09-2023 22:30,1,0,0,0,0
500001,09-09-2023 23:05,1,0,0,0,0
500001,09-09-2024 03:44,0,0,1,0,0
500001,09-09-2024 04:31,0,0,0,0,1
500001,09-10-2023 19:03,0,1,0,0,0
500001,09-10-2024 00:00,0,0,0,0,1
500001,09-10-2024 15:54,0,0,0,1,0
500001,09-11-2023 00:01,0,0,1,0,0
500001,09-11-2023 07:31,0,0,0,1,0
500001,09-11-2024 16:13,0,0,0,1,0
500001,09-11-2024 17:37,0,1,0,0,0
500001,09-12-2023 21:54,0,0,0,1,0
500001,10-01-2023 00:17,1,0,0,0,0
500001,10-01-2024 01:39,0,0,0,1,0
500001,10-01-2024 06:47,0,0,0,1,0
500001,10-01-2024 11:36,1,0,0,0,0
500001,10-01-2024 19:21,1,0,0,0,0
500001,10-02-2023 13:03,0,0,0,1,0
500001,10-02-2023 19:21,0,0,0,1,0
500001,10-02-2024 18:52,0,0,1,0,0
500001,10-03-2023 09:30,0,1,0,0,0
500001,10-03-2023 10:08,1,0,0,0,0
500001,10-04-2023 11:08,0,0,0,1,0
500001,10-04-2023 12:36,1,0,0,0,0
500001,10-04-2024 06:25,0,1,0,0,0
500001,10-04-2024 14:09,0,1,0,0,0
500001,10-05-2023 12:46,0,0,1,0,0
500001,10-05-2023 20:02,0,1,0,0,0
500001,10-05-2023 21:31,0,1,0,0,0
500001,10-05-2024 03:42,0,0,0,1,0
500001,10-05-2024 04:42,0,0,0,1,0
500001,10-05-2024 18:16,0,0,0,1,0
500001,10-07-2023 16:13,0,0,0,1,0
500001,10-07-2023 21:12,0,0,0,1,0
500001,10-07-2023 22:44,0,1,0,0,0
500001,10-07-2024 01:35,0,1,0,0,0
500001,10-07-2024 02:38,0,1,0,0,0
500001,10-07-2024 10:41,0,0,0,1,0
500001,10-07-2024 18:18,0,0,0,0,1
500001,10-08-2023 14:49,0,1,0,0,0
500001,10-08-2023 15:53,0,1,0,0,0
500001,10-08-2024 01:23,0,1,0,0,0
500001,10-08-2024 12:04,0,0,1,0,0
500001,10-08-2024 23:32,0,0,0,1,0
500001,10-09-2023 00:13,0,0,0,1,0
500001,10-09-2023 07:27,0,1,0,0,0
500001,10-09-2023 20:56,0,1,0,0,0
500001,10-09-2024 20:48,0,1,0,0,0
500001,10-10-2023 15:47,0,1,0,0,0
500001,10-10-2024 08:10,1,0,0,0,0
500001,10-11-2023 06:37,0,1,0,0,0
500001,10-11-2024 07:08,1,0,0,0,0
500001,10-11-2024 16:11,1,0,0,0,0
500001,10-11-2024 20:52,0,0,0,0,1
500001,10-11-2024 22:02,0,1,0,0,0
500001,10-12-2023 06:59,0,0,1,0,0
500001,10-12-2023 07:48,0,0,0,1,0
500001,10-12-2023 21:52,0,0,0,0,1
500001,10-12-2023 22:41,0,1,0,0,0
500001,11-01-2023 00:57,0,0,0,0,1
500001,11-01-2023 05:04,0,1,0,0,0
500001,11-01-2023 17:37,0,1,0,0,0
500001,11-01-2023 23:19,0,1,0,0,0
500001,11-01-2024 05:40,0,0,0,1,0
500001,11-01-2024 16:09,1,0,0,0,0
500001,11-02-2023 09:24,0,1,0,0,0
500001,11-02-2023 23:35,0,0,1,0,0
500001,11-02-2024 04:01,0,0,0,0,1
500001,11-02-2024 04:08,0,1,0,0,0
500001,11-03-2023 12:51,0,1,0,0,0
500001,11-03-2024 22:29,0,0,0,1,0
500001,11-04-2023 06:04,0,1,0,0,0
500001,11-04-2023 21:53,0,1,0,0,0
500001,11-04-2024 02:25,0,1,0,0,0
500001,11-04-2024 09:08,0,0,0,1,0
500001,11-04-2024 11:50,0,1,0,0,0
500001,11-05-2023 05:02,1,0,0,0,0
500001,11-05-2023 05:03,1,0,0,0,0
500001,11-05-2023 22:00,0,0,0,1,0
500001,11-05-2024 04:50,0,1,0,0,0
500001,11-06-2023 07:09,1,0,0,0,0
500001,11-06-2023 08:27,0,0,0,1,0
500001,11-06-2023 10:17,0,0,0,1,0
500001,11-06-2023 14:45,0,1,0,0,0
500001,11-06-2023 20:36,0,1,0,0,0
500001,11-06-2024 03:01,0,0,0,1,0
500001,11-06-2024 03:02,0,1,0,0,0
500001,11-06-2024 08:41,0,0,0,1,0
500001,11-07-2024 00:40,1,0,0,0,0
500001,11-07-2024 05:39,0,1,0,0,0
500001,11-07-2024 09:26,0,1,0,0,0
500001,11-08-2023 06:00,0,0,0,0,1
500001,11-08-2024 12:33,0,1,0,0,0
500001,11-08-2024 13:12,0,0,0,1,0
500001,11-08-2024 13:54,1,0,0,0,0
500001,11-08-2024 19:57,0,0,0,0,1
500001,11-09-2023 20:16,0,1,0,0,0
500001,11-09-2023 22:13,0,0,0,1,0
500001,11-09-2023 23:11,0,1,0,0,0
500001,11-09-2024 02:14,0,0,0,0,1
500001,11-10-2023 08:13,0,1,0,0,0
500001,11-10-2023 15:23,0,0,0,1,0
500001,11-10-2024 05:39,1,0,0,0,0
500001,11-10-2024 12:21,0,0,0,1,0
500001,11-11-2023 03:53,0,1,0,0,0
500001,11-11-2024 06:51,0,1,0,0,0
500001,11-12-2023 03:45,0,0,0,1,0
500001,11-12-2023 06:14,0,1,0,0,0
500001,11-12-2023 20:49,0,0,0,1,0
500001,11-12-2023 21:38,0,0,0,1,0
500001,11-12-2023 21:42,0,1,0,0,0
500001,11-12-2024 17:56,1,0,0,0,0
500001,12-01-2024 06:34,0,0,0,1,0
500001,12-01-2024 07:27,0,0,0,1,0
500001,12-01-2024 08:07,0,0,0,1,0
500001,12-02-2023 22:12,0,1,0,0,0
500001,12-03-2023 05:32,0,0,0,0,1
500001,12-03-2023 07:56,0,0,0,0,1
500001,12-03-2023 14:19,0,0,0,1,0
500001,12-03-2024 16:09,0,1,0,0,0
500001,12-04-2023 14:44,1,0,0,0,0
500001,12-04-2023 23:01,0,1,0,0,0
500001,12-04-2024 12:41,0,1,0,0,0
500001,12-05-2023 12:22,0,0,0,1,0
500001,12-05-2023 23:58,0,0,1,0,0
500001,12-05-2024 04:22,0,0,1,0,0
500001,12-05-2024 05:38,0,0,0,1,0
500001,12-05-2024 22:11,0,0,0,0,1
500001,12-06-2023 09:08,0,0,1,0,0
500001,12-06-2024 15:13,1,0,0,0,0
500001,12-06-2024 16:02,1,0,0,0,0
500001,12-06-2024 22:05,1,0,0,0,0
500001,12-07-2024 10:18,0,1,0,0,0
500001,12-07-2024 15:17,0,0,1,0,0
500001,12-07-2024 22:47,1,0,0,0,0
500001,12-08-2023 13:57,0,1,0,0,0
500001,12-08-2023 16:35,0,0,1,0,0
500001,12-08-2024 05:01,0,0,0,1,0
500001,12-08-2024 11:03,0,1,0,0,0
500001,12-09-2023 00:48,0,1,0,0,0
500001,12-09-2023 11:26,0,0,1,0,0
500001,12-09-2023 18:20,0,0,1,0,0
500001,12-09-2023 21:36,0,0,1,0,0
500001,12-09-2024 15:16,0,1,0,0,0
500001,12-09-2024 16:52,0,0,0,0,1
500001,12-10-2023 01:20,0,0,0,1,0
500001,12-10-2023 08:14,0,0,1,0,0
500001,12-10-2023 11:12,0,1,0,0,0
500001,12-10-2023 15:05,0,1,0,0,0
500001,12-10-2023 15:06,0,0,0,1,0
500001,12-10-2024 09:29,0,0,0,1,0
500001,12-10-2024 17:47,0,0,0,0,1
500001,12-10-2024 23:09,0,0,0,0,1
500001,12-11-2023 05:14,0,0,0,1,0
500001,12-11-2024 00:30,0,1,0,0,0
500001,12-11-2024 15:21,0,1,0,0,0
500001,12-12-2024 17:34,0,0,0,0,1
500001,13-01-2023 06:26,1,0,0,0,0
500001,13-01-2023 16:47,0,0,0,0,1
500001,13-01-2023 18:20,0,1,0,0,0
500001,13-01-2024 02:58,0,0,0,1,0
500001,13-01-2024 10:04,0,0,0,1,0
500001,13-02-2023 01:30,0,0,0,1,0
500001,13-02-2023 11:49,0,1,0,0,0
500001,13-03-2023 02:08,0,0,0,1,0
