employee_id,base_id,date,skill_type,working,shift_type
EMP00001,BASE07,10-12-2025,job2,1,morning
EMP00001,BASE07,11-12-2025,job2,1,morning
EMP00001,BASE07,12-12-2025,job2,1,morning
EMP00001,BASE07,13-12-2025,job2,1,morning
EMP00001,BASE07,14-12-2025,job2,1,afternoon
EMP00001,BASE07,15-12-2025,job2,1,morning
EMP00001,BASE07,16-12-2025,job2,1,full_day
EMP00001,BASE07,17-12-2025,job2,1,full_day
EMP00001,BASE07,18-12-2025,job2,0,
EMP00001,BASE07,19-12-2025,job2,1,morning
EMP00001,BASE07,20-12-2025,job2,0,
EMP00001,BASE07,21-12-2025,job2,1,morning
EMP00001,BASE07,22-12-2025,job2,1,afternoon
EMP00001,BASE07,23-12-2025,job2,1,full_day
EMP00001,BASE07,24-12-2025,job2,1,afternoon
EMP00001,BASE07,25-12-2025,job2,1,morning
EMP00001,BASE07,26-12-2025,job2,1,full_day
EMP00001,BASE07,27-12-2025,job2,0,
EMP00001,BASE07,28-12-2025,job2,1,afternoon
EMP00001,BASE07,29-12-2025,job2,1,afternoon
EMP00001,BASE07,30-12-2025,job2,1,morning
EMP00001,BASE07,31-12-2025,job2,1,afternoon
EMP00001,BASE07,01-01-2026,job2,1,afternoon
EMP00001,BASE07,02-01-2026,job2,1,afternoon
EMP00001,BASE07,03-01-2026,job2,1,full_day
EMP00001,BASE07,04-01-2026,job2,1,full_day
EMP00001,BASE07,05-01-2026,job2,1,afternoon
EMP00001,BASE07,06-01-2026,job2,1,afternoon
EMP00001,BASE07,07-01-2026,job2,1,full_day
EMP00001,BASE07,08-01-2026,job2,1,morning
EMP00001,BASE07,09-01-2026,job2,1,afternoon
EMP00001,BASE07,10-01-2026,job2,1,afternoon
EMP00001,BASE07,11-01-2026,job2,1,full_day
EMP00001,BASE07,12-01-2026,job2,1,morning
EMP00001,BASE07,13-01-2026,job2,1,morning
EMP00001,BASE07,14-01-2026,job2,1,morning
EMP00001,BASE07,15-01-2026,job2,1,morning
EMP00001,BASE07,16-01-2026,job2,1,full_day
EMP00001,BASE07,17-01-2026,job2,1,afternoon
EMP00001,BASE07,18-01-2026,job2,1,full_day
EMP00001,BASE07,19-01-2026,job2,1,afternoon
EMP00001,BASE07,20-01-2026,job2,0,
EMP00001,BASE07,21-01-2026,job2,0,
EMP00001,BASE07,22-01-2026,job2,0,
EMP00001,BASE07,23-01-2026,job2,1,morning
EMP00001,BASE07,24-01-2026,job2,1,full_day
EMP00001,BASE07,25-01-2026,job2,1,afternoon
EMP00001,BASE07,26-01-2026,job2,1,full_day
EMP00001,BASE07,27-01-2026,job2,1,afternoon
EMP00001,BASE07,28-01-2026,job2,1,afternoon
EMP00001,BASE07,29-01-2026,job2,1,morning
EMP00001,BASE07,30-01-2026,job2,1,morning
EMP00001,BASE07,31-01-2026,job2,1,morning
EMP00001,BASE07,01-02-2026,job2,1,afternoon
EMP00001,BASE07,02-02-2026,job2,1,afternoon
EMP00001,BASE07,03-02-2026,job2,1,morning
EMP00001,BASE07,04-02-2026,job2,0,
EMP00001,BASE07,05-02-2026,job2,1,full_day
EMP00001,BASE07,06-02-2026,job2,1,full_day
EMP00001,BASE07,07-02-2026,job2,1,afternoon
EMP00001,BASE07,08-02-2026,job2,1,afternoon
EMP00001,BASE07,09-02-2026,job2,1,full_day
EMP00001,BASE07,10-02-2026,job2,0,
EMP00001,BASE07,11-02-2026,job2,0,
EMP00001,BASE07,12-02-2026,job2,1,full_day
EMP00001,BASE07,13-02-2026,job2,0,
EMP00001,BASE07,14-02-2026,job2,1,morning
EMP00001,BASE07,15-02-2026,job2,1,afternoon
EMP00001,BASE07,16-02-2026,job2,0,
EMP00001,BASE07,17-02-2026,job2,1,full_day
EMP00001,BASE07,18-02-2026,job2,1,morning
EMP00001,BASE07,19-02-2026,job2,1,full_day
EMP00001,BASE07,20-02-2026,job2,1,afternoon
EMP00001,BASE07,21-02-2026,job2,1,full_day
EMP00001,BASE07,22-02-2026,job2,1,full_day
EMP00001,BASE07,23-02-2026,job2,1,afternoon
EMP00001,BASE07,24-02-2026,job2,1,afternoon
EMP00001,BASE07,25-02-2026,job2,1,afternoon
EMP00001,BASE07,26-02-2026,job2,1,full_day
EMP00001,BASE07,27-02-2026,job2,1,afternoon
EMP00002,BASE07,01-10-2025,job2,0,
EMP00002,BASE07,02-10-2025,job2,1,morning
EMP00002,BASE07,03-10-2025,job2,0,
EMP00002,BASE07,04-10-2025,job2,1,afternoon
EMP00002,BASE07,05-10-2025,job2,1,full_day
EMP00002,BASE07,06-10-2025,job2,1,afternoon
EMP00002,BASE07,07-10-2025,job2,0,
EMP00002,BASE07,08-10-2025,job2,1,morning
EMP00002,BASE07,09-10-2025,job2,1,morning
EMP00002,BASE07,10-10-2025,job2,1,morning
EMP00002,BASE07,11-10-2025,job2,1,full_day
EMP00002,BASE07,12-10-2025,job2,0,
EMP00002,BASE07,13-10-2025,job2,1,full_day
EMP00002,BASE07,14-10-2025,job2,1,full_day
EMP00002,BASE07,15-10-2025,job2,1,afternoon
EMP00002,BASE07,16-10-2025,job2,1,morning
EMP00002,BASE07,17-10-2025,job2,1,full_day
EMP00002,BASE07,18-10-2025,job2,1,full_day
EMP00002,BASE07,19-10-2025,job2,1,afternoon
EMP00002,BASE07,20-10-2025,job2,1,afternoon
EMP00002,BASE07,21-10-2025,job2,1,full_day
EMP00002,BASE07,22-10-2025,job2,1,afternoon
EMP00002,BASE07,23-10-2025,job2,1,full_day
EMP00002,BASE07,24-10-2025,job2,1,afternoon
EMP00002,BASE07,25-10-2025,job2,1,full_day
EMP00002,BASE07,26-10-2025,job2,1,full_day
EMP00002,BASE07,27-10-2025,job2,0,
EMP00002,BASE07,28-10-2025,job2,1,full_day
EMP00002,BASE07,29-10-2025,job2,0,
EMP00002,BASE07,30-10-2025,job2,1,morning
EMP00002,BASE07,31-10-2025,job2,1,full_day
EMP00002,BASE07,01-11-2025,job2,1,full_day
EMP00002,BASE07,02-11-2025,job2,0,
EMP00002,BASE07,03-11-2025,job2,0,
EMP00002,BASE07,04-11-2025,job2,1,morning
EMP00002,BASE07,05-11-2025,job2,0,
EMP00002,BASE07,06-11-2025,job2,0,
EMP00002,BASE07,07-11-2025,job2,1,full_day
EMP00002,BASE07,08-11-2025,job2,0,
EMP00002,BASE07,09-11-2025,job2,1,afternoon
EMP00002,BASE07,10-11-2025,job2,1,morning
EMP00002,BASE07,11-11-2025,job2,1,full_day
EMP00002,BASE07,12-11-2025,job2,1,afternoon
EMP00002,BASE07,13-11-2025,job2,1,afternoon
EMP00002,BASE07,14-11-2025,job2,0,
EMP00002,BASE07,15-11-2025,job2,1,afternoon
EMP00002,BASE07,16-11-2025,job2,1,afternoon
EMP00002,BASE07,17-11-2025,job2,1,afternoon
EMP00002,BASE07,18-11-2025,job2,1,morning
EMP00002,BASE07,19-11-2025,job2,1,afternoon
EMP00002,BASE07,20-11-2025,job2,0,
EMP00002,BASE07,21-11-2025,job2,1,afternoon
EMP00002,BASE07,22-11-2025,job2,1,morning
EMP00002,BASE07,23-11-2025,job2,1,morning
EMP00002,BASE07,24-11-2025,job2,0,
EMP00002,BASE07,25-11-2025,job2,1,afternoon
EMP00002,BASE07,26-11-2025,job2,1,full_day
EMP00002,BASE07,27-11-2025,job2,1,afternoon
EMP00002,BASE07,28-11-2025,job2,1,full_day
EMP00002,BASE07,29-11-2025,job2,1,full_day
EMP00002,BASE07,30-11-2025,job2,1,morning
EMP00002,BASE07,01-12-2025,job2,1,afternoon
EMP00002,BASE07,02-12-2025,job2,1,morning
EMP00002,BASE07,03-12-2025,job2,1,afternoon
EMP00002,BASE07,04-12-2025,job2,1,afternoon
EMP00002,BASE07,05-12-2025,job2,1,afternoon
EMP00002,BASE07,06-12-2025,job2,1,morning
EMP00002,BASE07,07-12-2025,job2,0,
EMP00002,BASE07,08-12-2025,job2,0,
EMP00002,BASE07,09-12-2025,job2,1,morning
EMP00002,BASE07,10-12-2025,job2,1,afternoon
EMP00002,BASE07,11-12-2025,job2,1,morning
EMP00002,BASE07,12-12-2025,job2,1,full_day
EMP00002,BASE07,13-12-2025,job2,1,morning
EMP00002,BASE07,14-12-2025,job2,1,full_day
EMP00002,BASE07,15-12-2025,job2,1,morning
EMP00002,BASE07,16-12-2025,job2,1,morning
EMP00002,BASE07,17-12-2025,job2,1,morning
EMP00002,BASE07,18-12-2025,job2,1,morning
EMP00002,BASE07,19-12-2025,job2,1,full_day
EMP00002,BASE07,20-12-2025,job2,0,
EMP00002,BASE07,21-12-2025,job2,1,full_day
EMP00002,BASE07,22-12-2025,job2,1,morning
EMP00002,BASE07,23-12-2025,job2,0,
EMP00002,BASE07,24-12-2025,job2,1,morning
EMP00002,BASE07,25-12-2025,job2,1,morning
EMP00002,BASE07,26-12-2025,job2,1,afternoon
EMP00002,BASE07,27-12-2025,job2,1,full_day
EMP00002,BASE07,28-12-2025,job2,0,
EMP00002,BASE07,29-12-2025,job2,1,morning
EMP00002,BASE07,30-12-2025,job2,1,afternoon
EMP00002,BASE07,31-12-2025,job2,1,full_day
EMP00002,BASE07,01-01-2026,job2,1,afternoon
EMP00002,BASE07,02-01-2026,job2,1,morning
EMP00002,BASE07,03-01-2026,job2,0,
EMP00002,BASE07,04-01-2026,job2,1,morning
EMP00002,BASE07,05-01-2026,job2,0,
EMP00002,BASE07,06-01-2026,job2,1,full_day
EMP00002,BASE07,07-01-2026,job2,1,afternoon
EMP00002,BASE07,08-01-2026,job2,1,morning
EMP00002,BASE07,09-01-2026,job2,1,full_day
EMP00002,BASE07,10-01-2026,job2,1,morning
EMP00002,BASE07,11-01-2026,job2,0,
EMP00002,BASE07,12-01-2026,job2,0,
EMP00002,BASE07,13-01-2026,job2,1,morning
EMP00002,BASE07,14-01-2026,job2,1,morning
EMP00002,BASE07,15-01-2026,job2,0,
EMP00002,BASE07,16-01-2026,job2,1,afternoon
EMP00002,BASE07,17-01-2026,job2,1,afternoon
EMP00002,BASE07,18-01-2026,job2,1,full_day
EMP00002,BASE07,19-01-2026,job2,1,morning
EMP00002,BASE07,20-01-2026,job2,1,full_day
EMP00002,BASE07,21-01-2026,job2,0,
EMP00002,BASE07,22-01-2026,job2,1,full_day
EMP00002,BASE07,23-01-2026,job2,1,morning
EMP00002,BASE07,24-01-2026,job2,0,
EMP00002,BASE07,25-01-2026,job2,1,afternoon
EMP00002,BASE07,26-01-2026,job2,1,morning
EMP00002,BASE07,27-01-2026,job2,1,full_day
EMP00002,BASE07,28-01-2026,job2,1,full_day
EMP00002,BASE07,29-01-2026,job2,1,afternoon
EMP00002,BASE07,30-01-2026,job2,1,afternoon
EMP00002,BASE07,31-01-2026,job2,1,morning
EMP00002,BASE07,01-02-2026,job2,1,afternoon
EMP00002,BASE07,02-02-2026,job2,1,full_day
EMP00002,BASE07,03-02-2026,job2,1,morning
EMP00002,BASE07,04-02-2026,job2,1,morning
EMP00002,BASE07,05-02-2026,job2,1,morning
EMP00002,BASE07,06-02-2026,job2,1,afternoon
EMP00002,BASE07,07-02-2026,job2,1,full_day
EMP00002,BASE07,08-02-2026,job2,1,morning
EMP00002,BASE07,09-02-2026,job2,1,afternoon
EMP00002,BASE07,10-02-2026,job2,1,afternoon
EMP00002,BASE07,11-02-2026,job2,1,full_day
EMP00002,BASE07,12-02-2026,job2,1,full_day
EMP00002,BASE07,13-02-2026,job2,1,afternoon
EMP00002,BASE07,14-02-2026,job2,1,morning
EMP00002,BASE07,15-02-2026,job2,0,
EMP00002,BASE07,16-02-2026,job2,1,full_day
EMP00002,BASE07,17-02-2026,job2,1,morning
EMP00002,BASE07,18-02-2026,job2,1,full_day
EMP00002,BASE07,19-02-2026,job2,1,full_day
EMP00002,BASE07,20-02-2026,job2,1,full_day
EMP00002,BASE07,21-02-2026,job2,0,
EMP00002,BASE07,22-02-2026,job2,1,afternoon
EMP00002,BASE07,23-02-2026,job2,1,full_day
EMP00002,BASE07,24-02-2026,job2,0,
EMP00002,BASE07,25-02-2026,job2,1,full_day
EMP00002,BASE07,26-02-2026,job2,0,
EMP00002,BASE07,27-02-2026,job2,1,afternoon
EMP00003,BASE05,01-10-2025,job2,0,
EMP00003,BASE05,02-10-2025,job2,1,full_day
EMP00003,BASE05,03-10-2025,job2,1,full_day
EMP00003,BASE05,04-10-2025,job2,0,
EMP00003,BASE05,05-10-2025,job2,0,
EMP00003,BASE05,06-10-2025,job2,1,full_day
EMP00003,BASE05,07-10-2025,job2,0,
EMP00003,BASE05,08-10-2025,job2,1,full_day
EMP00003,BASE05,09-10-2025,job2,1,afternoon
EMP00003,BASE05,10-10-2025,job2,1,morning
EMP00003,BASE05,11-10-2025,job2,1,full_day
EMP00003,BASE05,12-10-2025,job2,1,full_day
EMP00003,BASE05,13-10-2025,job2,1,afternoon
EMP00003,BASE05,14-10-2025,job2,1,full_day
EMP00003,BASE05,15-10-2025,job2,1,full_day
EMP00003,BASE05,16-10-2025,job2,0,
EMP00003,BASE05,17-10-2025,job2,1,morning
EMP00003,BASE05,18-10-2025,job2,1,full_day
EMP00003,BASE05,19-10-2025,job2,1,full_day
EMP00003,BASE05,20-10-2025,job2,1,full_day
EMP00003,BASE05,21-10-2025,job2,1,full_day
EMP00003,BASE05,22-10-2025,job2,1,full_day
EMP00003,BASE05,23-10-2025,job2,1,afternoon
EMP00003,BASE05,24-10-2025,job2,1,full_day
EMP00003,BASE05,25-10-2025,job2,0,
EMP00003,BASE05,26-10-2025,job2,1,afternoon
EMP00003,BASE05,27-10-2025,job2,1,full_day
EMP00003,BASE05,28-10-2025,job2,1,morning
EMP00003,BASE05,29-10-2025,job2,1,morning
EMP00003,BASE05,30-10-2025,job2,1,morning
EMP00003,BASE05,31-10-2025,job2,1,morning
EMP00003,BASE05,01-11-2025,job2,0,
EMP00003,BASE05,02-11-2025,job2,1,afternoon
EMP00003,BASE05,03-11-2025,job2,1,morning
EMP00003,BASE05,04-11-2025,job2,0,
EMP00003,BASE05,05-11-2025,job2,1,morning
EMP00003,BASE05,06-11-2025,job2,1,full_day
EMP00003,BASE05,07-11-2025,job2,0,
EMP00003,BASE05,08-11-2025,job2,1,full_day
EMP00003,BASE05,09-11-2025,job2,1,full_day
EMP00003,BASE05,10-11-2025,job2,1,full_day
EMP00003,BASE05,11-11-2025,job2,1,full_day
EMP00003,BASE05,12-11-2025,job2,1,morning
EMP00003,BASE05,13-11-2025,job2,1,morning
EMP00003,BASE05,14-11-2025,job2,1,full_day
EMP00003,BASE05,15-11-2025,job2,1,morning
EMP00003,BASE05,16-11-2025,job2,0,
EMP00003,BASE05,17-11-2025,job2,0,
EMP00003,BASE05,18-11-2025,job2,0,
EMP00003,BASE05,19-11-2025,job2,0,
EMP00003,BASE05,20-11-2025,job2,1,afternoon
EMP00003,BASE05,21-11-2025,job2,1,full_day
EMP00003,BASE05,22-11-2025,job2,1,full_day
EMP00003,BASE05,23-11-2025,job2,1,morning
EMP00003,BASE05,24-11-2025,job2,1,afternoon
EMP00003,BASE05,25-11-2025,job2,1,morning
EMP00003,BASE05,26-11-2025,job2,0,
EMP00003,BASE05,27-11-2025,job2,1,morning
EMP00003,BASE05,28-11-2025,job2,0,
EMP00003,BASE05,29-11-2025,job2,0,
EMP00003,BASE05,30-11-2025,job2,0,
EMP00003,BASE05,01-12-2025,job2,0,
EMP00003,BASE05,02-12-2025,job2,1,afternoon
EMP00003,BASE05,03-12-2025,job2,1,afternoon
EMP00003,BASE05,04-12-2025,job2,1,morning
EMP00003,BASE05,05-12-2025,job2,1,afternoon
EMP00003,BASE05,06-12-2025,job2,1,morning
EMP00003,BASE05,07-12-2025,job2,1,morning
EMP00003,BASE05,08-12-2025,job2,0,
EMP00003,BASE05,09-12-2025,job2,1,afternoon
EMP00003,BASE05,10-12-2025,job2,1,full_day
EMP00003,BASE05,11-12-2025,job2,1,full_day
EMP00003,BASE05,12-12-2025,job2,1,morning
EMP00003,BASE05,13-12-2025,job2,0,
EMP00003,BASE05,14-12-2025,job2,1,full_day
EMP00003,BASE05,15-12-2025,job2,0,
EMP00003,BASE05,16-12-2025,job2,0,
EMP00003,BASE05,17-12-2025,job2,1,full_day
EMP00003,BASE05,18-12-2025,job2,1,full_day
EMP00003,BASE05,19-12-2025,job2,1,full_day
EMP00003,BASE05,20-12-2025,job2,1,full_day
EMP00003,BASE05,21-12-2025,job2,0,
EMP00003,BASE05,22-12-2025,job2,1,full_day
EMP00003,BASE05,23-12-2025,job2,1,afternoon
EMP00003,BASE05,24-12-2025,job2,1,morning
EMP00003,BASE05,25-12-2025,job2,0,
EMP00003,BASE05,26-12-2025,job2,0,
EMP00003,BASE05,27-12-2025,job2,1,morning
EMP00003,BASE05,28-12-2025,job2,1,full_day
EMP00003,BASE05,29-12-2025,job2,0,
EMP00003,BASE05,30-12-2025,job2,1,morning
EMP00003,BASE05,31-12-2025,job2,1,afternoon
EMP00003,BASE05,01-01-2026,job2,1,morning
EMP00003,BASE05,02-01-2026,job2,1,afternoon
EMP00003,BASE05,03-01-2026,job2,0,
EMP00003,BASE05,04-01-2026,job2,1,full_day
EMP00003,BASE05,05-01-2026,job2,0,
EMP00003,BASE05,06-01-2026,job2,1,full_day
EMP00003,BASE05,07-01-2026,job2,1,morning
EMP00003,BASE05,08-01-2026,job2,1,full_day
EMP00003,BASE05,09-01-2026,job2,1,afternoon
EMP00003,BASE05,10-01-2026,job2,1,full_day
EMP00003,BASE05,11-01-2026,job2,1,full_day
EMP00003,BASE05,12-01-2026,job2,0,
EMP00003,BASE05,13-01-2026,job2,0,
EMP00003,BASE05,14-01-2026,job2,1,morning
EMP00003,BASE05,15-01-2026,job2,1,morning
EMP00003,BASE05,16-01-2026,job2,1,afternoon
EMP00003,BASE05,17-01-2026,job2,1,full_day
EMP00003,BASE05,18-01-2026,job2,1,afternoon
EMP00003,BASE05,19-01-2026,job2,1,full_day
EMP00003,BASE05,20-01-2026,job2,1,afternoon
EMP00003,BASE05,21-01-2026,job2,1,full_day
EMP00003,BASE05,22-01-2026,job2,1,morning
EMP00003,BASE05,23-01-2026,job2,1,full_day
EMP00003,BASE05,24-01-2026,job2,1,morning
EMP00003,BASE05,25-01-2026,job2,0,
EMP00003,BASE05,26-01-2026,job2,1,afternoon
EMP00003,BASE05,27-01-2026,job2,0,
EMP00003,BASE05,28-01-2026,job2,1,full_day
EMP00003,BASE05,29-01-2026,job2,1,morning
EMP00003,BASE05,30-01-2026,job2,0,
EMP00003,BASE05,31-01-2026,job2,1,full_day
EMP00003,BASE05,01-02-2026,job2,1,morning
EMP00003,BASE05,02-02-2026,job2,1,full_day
EMP00003,BASE05,03-02-2026,job2,1,full_day
EMP00003,BASE05,04-02-2026,job2,1,full_day
EMP00003,BASE05,05-02-2026,job2,1,full_day
EMP00003,BASE05,06-02-2026,job2,1,full_day
EMP00003,BASE05,07-02-2026,job2,0,
EMP00003,BASE05,08-02-2026,job2,1,full_day
EMP00003,BASE05,09-02-2026,job2,1,morning
EMP00003,BASE05,10-02-2026,job2,0,
EMP00003,BASE05,11-02-2026,job2,1,full_day
EMP00003,BASE05,12-02-2026,job2,1,morning
EMP00003,BASE05,13-02-2026,job2,1,full_day
EMP00003,BASE05,14-02-2026,job2,1,morning
EMP00003,BASE05,15-02-2026,job2,1,morning
EMP00003,BASE05,16-02-2026,job2,1,morning
EMP00003,BASE05,17-02-2026,job2,1,afternoon
EMP00003,BASE05,18-02-2026,job2,1,morning
EMP00003,BASE05,19-02-2026,job2,1,afternoon
EMP00003,BASE05,20-02-2026,job2,1,full_day
EMP00003,BASE05,21-02-2026,job2,1,full_day
EMP00003,BASE05,22-02-2026,job2,0,
EMP00003,BASE05,23-02-2026,job2,1,morning
EMP00003,BASE05,24-02-2026,job2,1,morning
EMP00003,BASE05,25-02-2026,job2,1,full_day
EMP00003,BASE05,26-02-2026,job2,1,afternoon
EMP00003,BASE05,27-02-2026,job2,1,full_day
EMP00004,BASE02,01-10-2025,job1,1,morning
EMP00004,BASE02,02-10-2025,job1,1,afternoon
EMP00004,BASE02,03-10-2025,job1,1,afternoon
EMP00004,BASE02,04-10-2025,job1,1,morning
EMP00004,BASE02,05-10-2025,job1,1,morning
EMP00004,BASE02,06-10-2025,job1,1,full_day
EMP00004,BASE02,07-10-2025,job1,0,
EMP00004,BASE02,08-10-2025,job1,1,morning
EMP00004,BASE02,09-10-2025,job1,1,full_day
EMP00004,BASE02,10-10-2025,job1,1,morning
EMP00004,BASE02,11-10-2025,job1,0,
EMP00004,BASE02,12-10-2025,job1,1,afternoon
EMP00004,BASE02,13-10-2025,job1,1,full_day
EMP00004,BASE02,14-10-2025,job1,1,full_day
EMP00004,BASE02,15-10-2025,job1,1,full_day
EMP00004,BASE02,16-10-2025,job1,1,full_day
EMP00004,BASE02,17-10-2025,job1,1,full_day
EMP00004,BASE02,18-10-2025,job1,1,full_day
EMP00004,BASE02,19-10-2025,job1,1,full_day
EMP00004,BASE02,20-10-2025,job1,1,morning
EMP00004,BASE02,21-10-2025,job1,1,morning
EMP00004,BASE02,22-10-2025,job1,0,
EMP00004,BASE02,23-10-2025,job1,1,full_day
EMP00004,BASE02,24-10-2025,job1,1,morning
EMP00004,BASE02,25-10-2025,job1,1,full_day
EMP00004,BASE02,26-10-2025,job1,1,afternoon
EMP00004,BASE02,27-10-2025,job1,1,morning
EMP00004,BASE02,28-10-2025,job1,0,
EMP00004,BASE02,29-10-2025,job1,0,
EMP00004,BASE02,30-10-2025,job1,1,morning
EMP00004,BASE02,31-10-2025,job1,1,morning
EMP00004,BASE02,01-11-2025,job1,1,morning
EMP00004,BASE02,02-11-2025,job1,1,full_day
EMP00004,BASE02,03-11-2025,job1,1,full_day
EMP00004,BASE02,04-11-2025,job1,1,afternoon
EMP00004,BASE02,05-11-2025,job1,1,full_day
EMP00004,BASE02,06-11-2025,job1,1,full_day
EMP00004,BASE02,07-11-2025,job1,1,afternoon
EMP00004,BASE02,08-11-2025,job1,1,afternoon
EMP00004,BASE02,09-11-2025,job1,0,
EMP00004,BASE02,10-11-2025,job1,0,
EMP00004,BASE02,11-11-2025,job1,1,morning
EMP00004,BASE02,12-11-2025,job1,1,full_day
EMP00004,BASE02,13-11-2025,job1,1,full_day
EMP00004,BASE02,14-11-2025,job1,1,full_day
EMP00004,BASE02,15-11-2025,job1,1,full_day
EMP00004,BASE02,16-11-2025,job1,0,
EMP00004,BASE02,17-11-2025,job1,1,morning
EMP00004,BASE02,18-11-2025,job1,0,
EMP00004,BASE02,19-11-2025,job1,1,full_day
EMP00004,BASE02,20-11-2025,job1,1,morning
EMP00004,BASE02,21-11-2025,job1,0,
EMP00004,BASE02,22-11-2025,job1,1,afternoon
EMP00004,BASE02,23-11-2025,job1,1,afternoon
EMP00004,BASE02,24-11-2025,job1,1,afternoon
EMP00004,BASE02,25-11-2025,job1,0,
EMP00004,BASE02,26-11-2025,job1,1,full_day
EMP00004,BASE02,27-11-2025,job1,1,full_day
EMP00004,BASE02,28-11-2025,job1,1,full_day
EMP00004,BASE02,29-11-2025,job1,1,morning
EMP00004,BASE02,30-11-2025,job1,1,morning
EMP00004,BASE02,01-12-2025,job1,1,afternoon
EMP00004,BASE02,02-12-2025,job1,0,
EMP00004,BASE02,03-12-2025,job1,1,morning
EMP00004,BASE02,04-12-2025,job1,1,full_day
EMP00004,BASE02,05-12-2025,job1,1,morning
EMP00004,BASE02,06-12-2025,job1,1,full_day
EMP00004,BASE02,07-12-2025,job1,1,afternoon
EMP00004,BASE02,08-12-2025,job1,0,
EMP00004,BASE02,09-12-2025,job1,0,
EMP00004,BASE02,10-12-2025,job1,1,full_day
EMP00004,BASE02,11-12-2025,job1,1,morning
EMP00004,BASE02,12-12-2025,job1,1,morning
EMP00004,BASE02,13-12-2025,job1,1,full_day
EMP00004,BASE02,14-12-2025,job1,1,morning
EMP00004,BASE02,15-12-2025,job1,1,full_day
EMP00004,BASE02,16-12-2025,job1,1,afternoon
EMP00004,BASE02,17-12-2025,job1,1,morning
EMP00004,BASE02,18-12-2025,job1,0,
EMP00004,BASE02,19-12-2025,job1,0,
